Trending Percent,Response Score,City,Country,Public Health Capacity,Societal Strength,Economic Ability,Infrastructure,Collaborative Will,Spread Response,Treatment Response,Economic Response,Supply Chain Response
-1.07016,60.0,Montpelier,United States,70,79,82,94,58,47.0,84.0,32.0,72.0
-1.07818,64.0,Saint John,Canada,0,0,0,0,0,92.0,35.0,,
-1.0899,61.0,Dusseldorf,Germany,86,68,84,95,56,45.0,69.0,59.0,76.0
-1.11607,40.0,Arequipa,Peru,55,62,52,83,45,29.0,32.0,41.0,66.0
-1.11619,69.0,Ibadan,Nigeria,7,43,22,75,47,95.0,68.0,26.0,73.0
-1.11619,69.0,Ogbomosho,Nigeria,7,42,22,63,47,95.0,68.0,26.0,73.0
-1.11619,69.0,Oyo,Nigeria,7,44,22,71,47,95.0,68.0,26.0,73.0
-1.12612,68.0,Nagoya,Japan,87,76,77,94,65,82.0,58.0,55.0,77.0
-1.12612,70.0,Toyohashi,Japan,0,0,0,0,0,82.0,58.0,,
-1.12612,70.0,Toyota,Japan,0,0,0,0,0,82.0,58.0,,
-1.12764,68.0,Hiroshima,Japan,87,79,76,94,65,78.0,60.0,54.0,77.0
-1.1291,42.0,Puebla,Mexico,53,63,63,61,54,46.0,21.0,40.0,67.0
-1.14255,46.0,Cordoba,Argentina,62,66,47,91,41,34.0,66.0,37.0,45.0
-1.15051,39.0,Linares,Mexico,0,0,0,0,0,55.0,24.0,,
-1.15105,52.0,Mission Viejo,United States,70,81,90,94,58,19.0,70.0,,72.0
-1.15317,43.0,Bielefeld,Germany,0,0,0,0,0,44.0,41.0,,
-1.15564,59.0,Bonn,Germany,86,77,87,95,56,45.0,58.0,63.0,76.0
-1.1633,52.0,Virginia Beach,United States,70,79,81,94,58,23.0,81.0,31.0,72.0
-1.1657,47.0,Bonita Springs,United States,0,0,0,0,0,21.0,73.0,,
-1.17249,41.0,Tepic,Mexico,0,0,0,0,0,61.0,21.0,,
-1.17488,40.0,Montgomery,United States,73,76,82,94,58,14.0,50.0,32.0,72.0
-1.18238,37.0,Hildesheim,Germany,0,0,0,0,0,49.0,25.0,,
-1.18514,57.0,Osaka,Japan,87,78,76,94,65,54.0,48.0,54.0,77.0
-1.20536,37.0,Mar del Plata,Argentina,62,66,47,91,41,30.0,38.0,37.0,45.0
-1.21984,50.0,Provo,United States,70,75,82,94,58,3.0,94.0,32.0,72.0
-1.22223,49.0,Tampa,United States,0,0,0,0,0,21.0,77.0,,
-1.22618,46.0,Heilbronn,Germany,0,0,0,0,0,34.0,57.0,,
-1.23256,62.0,Eugene,United States,0,0,0,0,0,46.0,78.0,,
-1.25147,40.0,Teziutlan,Mexico,0,0,0,0,0,60.0,21.0,,
-1.25474,,Conwy,United Kingdom,0,0,0,0,0,43.0,,,
-1.25766,42.0,Greenville,United States,0,0,0,0,0,8.0,76.0,,
-1.26566,65.0,Nagasaki,Japan,0,0,0,0,0,81.0,50.0,,
-1.27588,35.0,Port Saint Lucie,United States,0,0,0,0,0,23.0,48.0,,
-1.2893,23.0,Barnsley,United Kingdom,0,0,0,0,0,22.0,25.0,,
-1.30035,37.0,Lancaster,United States,0,0,0,0,0,9.0,64.0,,
-1.30035,37.0,Long Beach,United States,0,0,0,0,0,9.0,64.0,,
-1.30035,37.0,Santa Clarita,United States,0,0,0,0,0,9.0,64.0,,
-1.30053,44.0,Guadalajara,Mexico,53,59,64,61,54,53.0,20.0,42.0,67.0
-1.30567,51.0,Ruhr,Germany,86,77,84,95,56,45.0,35.0,58.0,76.0
-1.31528,33.0,General Roca,Argentina,0,0,0,0,0,24.0,42.0,,
-1.33722,35.0,Valladolid,Mexico,0,0,0,0,0,45.0,24.0,,
-1.34574,68.0,Ikare,Nigeria,7,41,23,73,47,97.0,62.0,28.0,73.0
-1.34956,52.0,Santiago Tuxtla,Mexico,0,0,0,0,0,90.0,14.0,,
-1.35392,30.0,Junin,Argentina,0,0,0,0,0,19.0,40.0,,
-1.36885,45.0,El Fuerte,Mexico,0,0,0,0,0,76.0,13.0,,
-1.38128,39.0,Cochabamba,Bolivia,51,57,40,81,49,62.0,24.0,36.0,30.0
-1.3864,40.0,Tamazunchale,Mexico,0,0,0,0,0,57.0,23.0,,
-1.3948,30.0,Cottbus,Germany,0,0,0,0,0,35.0,25.0,,
-1.39923,42.0,Augusta,United States,71,75,82,94,58,11.0,61.0,32.0,72.0
-1.40138,44.0,Pierre,United States,76,81,82,94,58,6.0,72.0,32.0,72.0
-1.41337,47.0,Minatitlan,Mexico,0,0,0,0,0,73.0,20.0,,
-1.43858,38.0,Mesa,United States,0,0,0,0,0,10.0,65.0,,
-1.45239,39.0,San Luis Potosi,Mexico,53,64,61,61,54,38.0,23.0,37.0,67.0
-1.46363,45.0,Villa Union,Mexico,0,0,0,0,0,38.0,52.0,,
-1.47526,34.0,Lancaster,United States,0,0,0,0,0,19.0,49.0,,
-1.4774,44.0,Culiacan,Mexico,53,65,61,61,54,58.0,20.0,37.0,67.0
-1.48015,35.0,Sucre,Bolivia,26,52,41,78,49,47.0,25.0,36.0,30.0
-1.48426,39.0,Magdalena,Mexico,0,0,0,0,0,56.0,21.0,,
-1.48755,69.0,Hachioji,Japan,87,80,77,94,65,63.0,78.0,55.0,77.0
-1.5058,45.0,Mendoza,Argentina,62,66,47,91,41,40.0,55.0,37.0,45.0
-1.52271,69.0,Tokyo,Japan,87,78,78,94,65,63.0,77.0,57.0,77.0
-1.52794,46.0,Chattanooga,United States,0,0,0,0,0,11.0,81.0,,
-1.53516,54.0,Ann Arbor,United States,0,0,0,0,0,29.0,78.0,,
-1.53754,42.0,Ushuaia,Argentina,0,0,0,0,0,8.0,76.0,,
-1.54496,31.0,Coburg,Germany,0,0,0,0,0,38.0,24.0,,
-1.55447,42.0,Atlixco,Mexico,0,0,0,0,0,66.0,17.0,,
-1.56,46.0,Tijuana,Mexico,53,64,61,61,54,68.0,17.0,37.0,67.0
-1.56141,40.0,Fort Wayne,United States,0,0,0,0,0,16.0,63.0,,
-1.584,44.0,Boa Vista,Brazil,71,68,54,88,40,1.0,76.0,35.0,69.0
-1.58538,57.0,San Francisco,United States,70,75,84,94,58,38.0,78.0,37.0,72.0
-1.59842,51.0,Lexington,United States,0,0,0,0,0,14.0,88.0,,
-1.60543,44.0,Glasgow,United Kingdom,67,69,80,96,61,25.0,39.0,49.0,75.0
-1.61388,43.0,Winnipeg,Canada,66,78,86,94,64,47.0,27.0,25.0,76.0
-1.61773,50.0,Charleston,United States,71,79,82,94,58,16.0,80.0,32.0,72.0
-1.6362,42.0,Cebu,Philippines,48,57,46,81,67,51.0,25.0,26.0,70.0
-1.64754,67.0,Havana,Cuba,54,66,0,81,65,63.0,88.0,42.0,67.0
-1.65457,70.0,Tsu,Japan,87,80,77,94,65,92.0,52.0,55.0,77.0
-1.65457,72.0,Yokkaichi,Japan,0,0,0,0,0,92.0,52.0,,
-1.68323,50.0,Sacramento,United States,70,74,82,94,58,25.0,71.0,32.0,72.0
-1.69065,42.0,Pergamino,Argentina,0,0,0,0,0,24.0,60.0,,
-1.73744,78.0,Miyazaki,Japan,0,0,0,0,0,73.0,82.0,,
-1.74181,72.0,Kagoshima,Japan,87,79,75,94,65,84.0,70.0,52.0,77.0
-1.75247,47.0,Riverside,United States,70,77,82,94,58,10.0,77.0,32.0,72.0
-1.75303,55.0,Antioch,United States,0,0,0,0,0,28.0,81.0,,
-1.75944,47.0,Huntsville,United States,0,0,0,0,0,18.0,75.0,,
-1.77881,64.0,Hyderabad,Pakistan,36,43,41,79,51,74.0,68.0,33.0,74.0
-1.77881,64.0,Karachi,Pakistan,36,42,41,79,51,74.0,68.0,33.0,74.0
-1.78314,40.0,Guasave,Mexico,0,0,0,0,0,60.0,20.0,,
-1.78882,40.0,Palm Bay,United States,0,0,0,0,0,27.0,53.0,,
-1.80369,42.0,Medellin,Colombia,56,62,56,88,50,15.0,56.0,42.0,62.0
-1.80725,76.0,Oita,Japan,0,0,0,0,0,85.0,68.0,,
-1.82542,34.0,East London,South Africa,0,0,0,0,0,45.0,24.0,,
-1.82542,39.0,Port Elizabeth,South Africa,49,58,46,83,47,45.0,24.0,23.0,71.0
-1.82542,34.0,Uitenhage,South Africa,0,0,0,0,0,45.0,24.0,,
-1.84706,43.0,Asheville,United States,0,0,0,0,0,25.0,61.0,,
-1.84928,45.0,Guatemala,Guatemala,43,55,44,82,42,46.0,31.0,37.0,72.0
-1.86041,36.0,Ciudad Constitucion,Mexico,0,0,0,0,0,48.0,23.0,,
-1.86282,33.0,Lincoln,United Kingdom,0,0,0,0,0,23.0,42.0,,
-1.88198,49.0,Pochutla,Mexico,0,0,0,0,0,77.0,21.0,,
-1.90087,37.0,Rio Grande,Argentina,0,0,0,0,0,4.0,69.0,,
-1.90901,38.0,Erfurt,Germany,0,0,0,0,0,47.0,29.0,,
-1.91124,42.0,Sherbrooke,Canada,66,78,86,94,64,43.0,29.0,25.0,76.0
-1.9649,40.0,Huatabampo,Mexico,0,0,0,0,0,59.0,22.0,,
-1.99575,24.0,Stoke-on-Trent,United Kingdom,0,0,0,0,0,21.0,27.0,,
-1.99619,73.0,Hong Kong (SAR),China,68,77,74,94,73,92.0,64.0,55.0,73.0
-2.00566,68.0,Trier,Germany,0,0,0,0,0,56.0,81.0,,
-2.03768,46.0,Tehuantepec,Mexico,0,0,0,0,0,73.0,20.0,,
-2.04733,37.0,Salamanca,Mexico,0,0,0,0,0,50.0,23.0,,
-2.06556,39.0,La Paz,Bolivia,51,56,40,81,49,50.0,37.0,36.0,30.0
-2.06949,31.0,Canton,United States,0,0,0,0,0,20.0,41.0,,
-2.06949,31.0,Stark County,United States,0,0,0,0,0,20.0,41.0,,
-2.08201,28.0,Hartlepool,United Kingdom,0,0,0,0,0,17.0,39.0,,
-2.11842,53.0,Jakarta,Indonesia,47,64,47,79,65,37.0,69.0,34.0,74.0
-2.12341,55.0,Panama City,Panama,61,63,61,86,40,21.0,89.0,39.0,70.0
-2.12876,56.0,Rhine-Neckar,Germany,86,69,84,95,56,45.0,51.0,59.0,76.0
-2.13206,40.0,Bloemfontein,South Africa,49,58,46,82,47,45.0,25.0,23.0,71.0
-2.13206,35.0,Welkom,South Africa,0,0,0,0,0,45.0,25.0,,
-2.1418,39.0,Lakeland,United States,0,0,0,0,0,20.0,58.0,,
-2.14412,23.0,Rotherham,United Kingdom,0,0,0,0,0,22.0,25.0,,
-2.14933,38.0,Saint Petersburg,United States,0,0,0,0,0,23.0,54.0,,
-2.1947,38.0,Oaxaca,Mexico,53,63,61,61,54,34.0,24.0,37.0,67.0
-2.20413,43.0,La Barca,Mexico,0,0,0,0,0,69.0,17.0,,
-2.26877,54.0,Raleigh,United States,70,78,81,94,58,22.0,88.0,31.0,72.0
-2.27259,45.0,Fayetteville,United States,0,0,0,0,0,8.0,81.0,,
-2.27411,28.0,Shreveport,United States,0,0,0,0,0,14.0,42.0,,
-2.28107,42.0,Reynosa,Mexico,0,0,0,0,0,64.0,21.0,,
-2.28126,49.0,Newcastle,United Kingdom,67,72,79,96,61,21.0,62.0,46.0,75.0
-2.29695,42.0,Cardenas,Mexico,0,0,0,0,0,63.0,21.0,,
-2.31026,47.0,Puerto Escondido,Mexico,0,0,0,0,0,72.0,22.0,,
-2.31628,54.0,Santa Rosa,United States,0,0,0,0,0,27.0,82.0,,
-2.31767,30.0,La Paz,Mexico,0,0,0,0,0,36.0,25.0,,
-2.336,51.0,Fayetteville,United States,0,0,0,0,0,22.0,80.0,,
-2.344,49.0,Atoyac,Mexico,0,0,0,0,0,83.0,14.0,,
-2.35089,61.0,Kochi,India,23,60,35,78,67,43.0,93.0,29.0,72.0
-2.36224,42.0,Zumpango,Mexico,0,0,0,0,0,66.0,19.0,,
-2.37649,39.0,Cape Town,South Africa,49,59,49,86,47,37.0,25.0,28.0,71.0
-2.37649,31.0,Paarl,South Africa,0,0,0,0,0,37.0,25.0,,
-2.37913,44.0,Springfield,United States,0,0,0,0,0,16.0,72.0,,
-2.38955,50.0,Winston-Salem,United States,0,0,0,0,0,19.0,81.0,,
-2.3897,44.0,Cuernavaca,Mexico,53,64,61,61,54,53.0,23.0,37.0,67.0
-2.44629,37.0,Gomez Palacio,Mexico,0,0,0,0,0,53.0,22.0,,
-2.48012,35.0,Manaus,Brazil,71,66,54,88,40,23.0,24.0,35.0,69.0
-2.48534,33.0,Balcarce,Argentina,0,0,0,0,0,13.0,53.0,,
-2.49062,44.0,Victorville,United States,0,0,0,0,0,6.0,81.0,,
-2.50694,42.0,Stockton,United States,0,0,0,0,0,18.0,66.0,,
-2.52734,29.0,Wakefield,United Kingdom,0,0,0,0,0,23.0,35.0,,
-2.54768,36.0,Ciudad Valles,Mexico,0,0,0,0,0,49.0,23.0,,
-2.55367,42.0,Rockford,United States,0,0,0,0,0,14.0,69.0,,
-2.58152,30.0,Stockton-on-Tees,United Kingdom,0,0,0,0,0,21.0,39.0,,
-2.58263,45.0,Anaheim,United States,0,0,0,0,0,19.0,70.0,,
-2.58263,45.0,Irvine,United States,0,0,0,0,0,19.0,70.0,,
-2.58263,45.0,Santa Ana,United States,0,0,0,0,0,19.0,70.0,,
-2.60638,45.0,Belfast,United Kingdom,0,0,0,0,0,24.0,66.0,,
-2.62605,59.0,Saskatoon,Canada,65,79,86,94,64,49.0,80.0,25.0,76.0
-2.63054,48.0,Oxnard,United States,0,0,0,0,0,16.0,80.0,,
-2.63295,37.0,Wokingham,United Kingdom,0,0,0,0,0,34.0,40.0,,
-2.63321,30.0,Youngstown,United States,0,0,0,0,0,18.0,41.0,,
-2.64555,41.0,Modesto,United States,0,0,0,0,0,14.0,68.0,,
-2.64594,33.0,Gloucester,United Kingdom,0,0,0,0,0,33.0,33.0,,
-2.65217,58.0,Santo Domingo,Dominican Republic,54,60,57,85,41,43.0,88.0,25.0,71.0
-2.66716,52.0,Oakland,United States,0,0,0,0,0,32.0,71.0,,
-2.66782,46.0,Bradford,United Kingdom,67,74,92,96,61,19.0,52.0,,75.0
-2.6743,37.0,York,United Kingdom,0,0,0,0,0,27.0,46.0,,
-2.67626,26.0,Darlington,United Kingdom,0,0,0,0,0,24.0,29.0,,
-2.6879,36.0,Chilpancingo,Mexico,0,0,0,0,0,49.0,24.0,,
-2.69676,43.0,Savannah,United States,0,0,0,0,0,22.0,65.0,,
-2.69692,38.0,Chamical,Argentina,0,0,0,0,0,52.0,24.0,,
-2.71874,49.0,Chula Vista,United States,0,0,0,0,0,20.0,78.0,,
-2.73862,27.0,Rochdale,United Kingdom,0,0,0,0,0,17.0,38.0,,
-2.74167,49.0,Malang,Indonesia,47,59,45,74,65,71.0,22.0,29.0,74.0
-2.75801,44.0,Bahia Blanca,Argentina,0,0,0,0,0,34.0,54.0,,
-2.7866,40.0,Swindon,United Kingdom,0,0,0,0,0,33.0,47.0,,
-2.789,51.0,Richmond,United States,70,78,82,94,58,24.0,75.0,32.0,72.0
-2.80307,42.0,Salina Cruz,Mexico,0,0,0,0,0,64.0,19.0,,
-2.81638,27.0,Ipswich,United Kingdom,0,0,0,0,0,30.0,25.0,,
-2.85458,28.0,San Felipe,Mexico,0,0,0,0,0,29.0,28.0,,
-2.88264,67.0,Ilorin,Nigeria,7,43,22,73,47,95.0,64.0,26.0,73.0
-2.89073,65.0,Red Deer,Canada,0,0,0,0,0,49.0,81.0,,
-2.90291,43.0,Indio,United States,0,0,0,0,0,10.0,77.0,,
-2.90291,43.0,Murrieta,United States,0,0,0,0,0,10.0,77.0,,
-2.90781,44.0,Santiago Ixcuintla,Mexico,0,0,0,0,0,70.0,18.0,,
-2.9309,47.0,Felipe Carrillo Puerto,Mexico,0,0,0,0,0,75.0,19.0,,
-2.93846,52.0,Dakar,Senegal,35,47,26,79,38,72.0,,34.0,44.0
-2.94187,37.0,Cucuta,Colombia,56,62,55,88,50,33.0,24.0,39.0,62.0
-2.95584,40.0,Hermosillo,Mexico,53,65,61,61,54,41.0,24.0,37.0,67.0
-2.96856,44.0,Tecoman,Mexico,0,0,0,0,0,67.0,21.0,,
-2.97671,47.0,Spokane,United States,0,0,0,0,0,22.0,72.0,,
-3.00202,38.0,Huajuapan de Leon,Mexico,0,0,0,0,0,51.0,24.0,,
-3.02068,24.0,Dover,United Kingdom,0,0,0,0,0,24.0,25.0,,
-3.02574,48.0,Columbia,United States,71,75,80,94,58,14.0,79.0,29.0,72.0
-3.02868,56.0,Chos Malal,Argentina,0,0,0,0,0,23.0,90.0,,
-3.02999,41.0,Bogota,Colombia,56,62,58,88,50,18.0,47.0,46.0,62.0
-3.06927,48.0,London,United Kingdom,67,69,84,96,61,20.0,54.0,56.0,75.0
-3.0841,48.0,Leeds,United Kingdom,67,74,80,96,61,22.0,55.0,48.0,75.0
-3.11002,56.0,Flensburg,Germany,0,0,0,0,0,52.0,60.0,,
-3.13192,45.0,Durban,South Africa,49,60,48,83,47,45.0,39.0,28.0,71.0
-3.13192,44.0,Pietermaritzburg,South Africa,49,60,46,83,47,45.0,39.0,23.0,71.0
-3.14964,38.0,Parras,Mexico,0,0,0,0,0,52.0,25.0,,
-3.1621,52.0,Plano,United States,0,0,0,0,0,19.0,85.0,,
-3.19441,34.0,Bucaramanga,Colombia,56,62,55,88,50,23.0,25.0,39.0,62.0
-3.19632,39.0,Guildford,United Kingdom,0,0,0,0,0,33.0,44.0,,
-3.19655,43.0,Sheffield,United Kingdom,67,71,77,96,61,23.0,42.0,44.0,75.0
-3.1984,53.0,Banda Aceh,Indonesia,49,67,45,68,65,65.0,45.0,29.0,74.0
-3.19884,38.0,Cali,Colombia,56,64,55,88,50,26.0,34.0,39.0,62.0
-3.20324,46.0,Compostela,Mexico,0,0,0,0,0,76.0,17.0,,
-3.21307,59.0,Concordia,Argentina,0,0,0,0,0,38.0,80.0,,
-3.22273,33.0,Preston,United Kingdom,0,0,0,0,0,17.0,49.0,,
-3.25839,31.0,Warrington,United Kingdom,0,0,0,0,0,19.0,42.0,,
-3.26698,25.0,Wigan,United Kingdom,0,0,0,0,0,19.0,32.0,,
-3.27005,36.0,Lincoln,Argentina,0,0,0,0,0,23.0,50.0,,
-3.28086,25.0,Cheshire West and Chester,United Kingdom,0,0,0,0,0,25.0,25.0,,
-3.30897,53.0,Benoni,South Africa,49,55,58,82,47,46.0,48.0,,71.0
-3.30897,48.0,Johannesburg,South Africa,49,59,49,82,47,46.0,48.0,30.0,71.0
-3.30897,48.0,Pretoria,South Africa,49,59,49,82,47,46.0,48.0,30.0,71.0
-3.30897,47.0,Springs,South Africa,0,0,0,0,0,46.0,48.0,,
-3.30897,47.0,Vereeniging,South Africa,24,54,46,82,47,46.0,48.0,23.0,71.0
-3.32903,46.0,San Antonio,United States,71,77,80,94,58,15.0,73.0,28.0,72.0
-3.33659,38.0,Poza Rica de Hidalgo,Mexico,0,0,0,0,0,57.0,18.0,,
-3.34259,73.0,Abeokuta,Nigeria,32,44,22,70,47,95.0,82.0,26.0,73.0
-3.35623,50.0,Champoton,Mexico,0,0,0,0,0,83.0,17.0,,
-3.36157,30.0,Oldham,United Kingdom,0,0,0,0,0,17.0,43.0,,
-3.40255,32.0,Salford,United Kingdom,0,0,0,0,0,18.0,46.0,,
-3.41654,48.0,Wichita,United States,0,0,0,0,0,13.0,83.0,,
-3.45515,35.0,Milton Keynes,United Kingdom,0,0,0,0,0,22.0,49.0,,
-3.4692,29.0,Scarborough,United Kingdom,0,0,0,0,0,32.0,26.0,,
-3.47099,41.0,Ciudad Mante,Mexico,0,0,0,0,0,59.0,22.0,,
-3.48816,43.0,Lvov,Ukraine,82,54,58,88,36,44.0,39.0,24.0,66.0
-3.48831,53.0,Donetsk,Ukraine,82,55,58,88,36,66.0,51.0,24.0,66.0
-3.48836,50.0,Kharkiv,Ukraine,82,55,58,88,36,44.0,62.0,24.0,66.0
-3.48837,51.0,Odessa,Ukraine,82,54,58,88,36,41.0,69.0,24.0,66.0
-3.48839,49.0,Mykolayiv,Ukraine,62,54,58,88,36,41.0,63.0,24.0,66.0
-3.4884,46.0,Dnipro,Ukraine,82,54,58,88,36,49.0,43.0,24.0,66.0
-3.4884,46.0,Kryvyy Rih,Ukraine,82,54,58,88,36,49.0,43.0,24.0,66.0
-3.49279,38.0,Ealing,United Kingdom,0,0,0,0,0,18.0,59.0,,
-3.56403,,Newport,United Kingdom,0,0,0,0,0,22.0,,,
-3.57767,28.0,Medway,United Kingdom,0,0,0,0,0,17.0,40.0,,
-3.65717,41.0,Wandsworth,United Kingdom,0,0,0,0,0,24.0,58.0,,
-3.66433,32.0,Falkirk,United Kingdom,0,0,0,0,0,40.0,25.0,,
-3.66485,24.0,Blackpool,United Kingdom,0,0,0,0,0,24.0,24.0,,
-3.73605,53.0,Cambridge,United Kingdom,0,0,0,0,0,36.0,71.0,,
-3.74657,61.0,Kyoto,Japan,87,80,77,94,65,49.0,66.0,55.0,77.0
-3.74829,36.0,Celaya,Mexico,0,0,0,0,0,50.0,23.0,,
-3.75199,29.0,Gateshead,United Kingdom,0,0,0,0,0,24.0,35.0,,
-3.77856,46.0,Santa Barbara,Mexico,0,0,0,0,0,71.0,21.0,,
-3.78011,35.0,Leicester,United Kingdom,0,0,0,0,0,15.0,54.0,,
-3.80908,38.0,Victoria,Argentina,0,0,0,0,0,43.0,33.0,,
-3.85939,34.0,Warwick,United Kingdom,0,0,0,0,0,33.0,35.0,,
-3.91131,,Swansea,United Kingdom,0,0,0,0,0,23.0,,,
-3.91874,24.0,Doncaster,United Kingdom,0,0,0,0,0,23.0,25.0,,
-3.93319,47.0,Davao,Philippines,48,58,46,81,67,65.0,26.0,26.0,70.0
-3.93559,46.0,Juan Aldama,Mexico,0,0,0,0,0,71.0,20.0,,
-3.94122,35.0,Portsmouth,United Kingdom,0,0,0,0,0,24.0,46.0,,
-3.95017,42.0,Lilongwe,Malawi,9,45,13,56,35,74.0,27.0,29.0,31.0
-3.97167,45.0,Jaltipan,Mexico,0,0,0,0,0,78.0,13.0,,
-3.9872,49.0,Brighton,United Kingdom,67,70,81,96,61,33.0,45.0,52.0,75.0
-4.02295,69.0,Lagos,Nigeria,32,44,22,79,47,76.0,87.0,26.0,73.0
-4.04449,41.0,Manzanillo,Mexico,0,0,0,0,0,60.0,21.0,,
-4.0531,48.0,Maputo,Mozambique,30,38,15,73,43,49.0,57.0,33.0,48.0
-4.0911,42.0,Islington,United Kingdom,0,0,0,0,0,25.0,59.0,,
-4.11418,36.0,Peterborough,United Kingdom,0,0,0,0,0,22.0,50.0,,
-4.1692,51.0,Mbabane,Eswatini,48,45,31,73,49,49.0,,33.0,72.0
-4.1692,52.0,Lobamba,Eswatini,24,58,34,78,49,49.0,,37.0,72.0
-4.17,35.0,Kingston upon Thames,United Kingdom,0,0,0,0,0,23.0,47.0,,
-4.19189,33.0,Harrow,United Kingdom,0,0,0,0,0,20.0,47.0,,
-4.23435,63.0,Kanazawa,Japan,87,80,76,94,65,91.0,32.0,53.0,77.0
-4.23492,46.0,Halacho,Mexico,0,0,0,0,0,81.0,10.0,,
-4.24248,47.0,Semarang,Indonesia,48,61,45,74,65,65.0,22.0,29.0,74.0
-4.28479,60.0,Barquisimeto,Venezuela,52,52,41,0,35,85.0,71.0,30.0,35.0
-4.30797,26.0,Derby,United Kingdom,0,0,0,0,0,21.0,31.0,,
-4.31793,60.0,Santiago,Dominican Republic,54,62,57,85,41,74.0,64.0,25.0,71.0
-4.32497,43.0,Birmingham,United Kingdom,67,70,79,96,61,18.0,44.0,46.0,75.0
-4.3947,32.0,Luton,United Kingdom,0,0,0,0,0,17.0,46.0,,
-4.41241,48.0,Ojinaga,Mexico,0,0,0,0,0,43.0,53.0,,
-4.4553,32.0,Sutton,United Kingdom,0,0,0,0,0,21.0,42.0,,
-4.46133,29.0,Chelmsford,United Kingdom,0,0,0,0,0,22.0,35.0,,
-4.46172,35.0,Orizaba,Mexico,0,0,0,0,0,48.0,23.0,,
-4.46797,47.0,Mercedes,Argentina,0,0,0,0,0,35.0,59.0,,
-4.47468,47.0,Nottingham,United Kingdom,67,70,79,96,61,17.0,59.0,46.0,75.0
-4.49838,47.0,Edinburgh,United Kingdom,67,70,84,96,61,44.0,25.0,57.0,75.0
-4.53889,45.0,Apatzingan,Mexico,0,0,0,0,0,69.0,22.0,,
-4.55304,29.0,Bolton,United Kingdom,0,0,0,0,0,18.0,40.0,,
-4.55465,43.0,San Juan,Puerto Rico,0,0,12,0,0,45.0,,23.0,60.0
-4.61603,66.0,Fukuoka,Japan,87,77,76,94,65,64.0,69.0,53.0,77.0
-4.61603,66.0,Kitakyushu,Japan,87,79,76,94,65,64.0,69.0,53.0,77.0
-4.61603,66.0,Kurume,Japan,0,0,0,0,0,64.0,69.0,,
-4.63661,37.0,Coventry,United Kingdom,0,0,0,0,0,25.0,50.0,,
-4.66921,42.0,Torreon,Mexico,53,61,61,61,54,49.0,23.0,37.0,67.0
-4.68815,39.0,Southend-on-Sea,United Kingdom,67,79,81,96,61,20.0,25.0,52.0,75.0
-4.80598,48.0,Manchester,United Kingdom,67,70,79,96,61,17.0,60.0,48.0,75.0
-4.83034,47.0,San Pedro Sula,Honduras,50,56,37,73,48,45.0,45.0,32.0,70.0
-4.83458,39.0,Guamuchil,Mexico,0,0,0,0,0,61.0,18.0,,
-4.83897,47.0,Mitla,Mexico,0,0,0,0,0,71.0,23.0,,
-4.85466,24.0,Solihull,United Kingdom,0,0,0,0,0,24.0,25.0,,
-4.90597,29.0,Stockport,United Kingdom,0,0,0,0,0,23.0,36.0,,
-4.91828,38.0,San Pedro de las Colonias,Mexico,0,0,0,0,0,53.0,23.0,,
-4.93416,31.0,Northampton,United Kingdom,0,0,0,0,0,21.0,41.0,,
-4.95186,26.0,Wirral,United Kingdom,0,0,0,0,0,21.0,32.0,,
-4.95854,42.0,Sarmiento,Argentina,0,0,0,0,0,20.0,63.0,,
-4.9691,45.0,Valparaiso,Mexico,0,0,0,0,0,75.0,15.0,,
-5.01752,30.0,Dudley,United Kingdom,0,0,0,0,0,20.0,40.0,,
-5.02821,39.0,Lambeth,United Kingdom,0,0,0,0,0,22.0,56.0,,
-5.06356,51.0,Polokwane,South Africa,0,0,0,0,0,66.0,36.0,,
-5.06356,51.0,Thohoyandou,South Africa,0,0,0,0,0,66.0,36.0,,
-5.14007,54.0,Bristol,United Kingdom,67,64,81,96,61,24.0,72.0,51.0,75.0
-5.20391,25.0,Stafford,United Kingdom,0,0,0,0,0,25.0,25.0,,
-5.22075,30.0,Middlesbrough,United Kingdom,0,0,0,0,0,18.0,41.0,,
-5.25721,40.0,Southampton,United Kingdom,0,0,0,0,0,29.0,51.0,,
-5.33389,38.0,Enfield,United Kingdom,0,0,0,0,0,18.0,59.0,,
-5.36624,25.0,Walsall,United Kingdom,0,0,0,0,0,18.0,32.0,,
-5.37187,24.0,Bedford,United Kingdom,0,0,0,0,0,21.0,26.0,,
-5.38491,82.0,North Bay,Canada,0,0,0,0,0,89.0,74.0,,
-5.39998,33.0,Worcester,United Kingdom,0,0,0,0,0,27.0,40.0,,
-5.46315,46.0,Exeter,United Kingdom,0,0,0,0,0,40.0,52.0,,
-5.4641,32.0,Winchester,United Kingdom,0,0,0,0,0,39.0,25.0,,
-5.46699,,Tinogasta,Argentina,0,0,0,0,0,78.0,,,
-5.49254,25.0,Sunderland,United Kingdom,0,0,0,0,0,21.0,29.0,,
-5.50251,36.0,Reading,United Kingdom,0,0,0,0,0,24.0,47.0,,
-5.51838,57.0,Gifu,Japan,0,0,0,0,0,65.0,49.0,,
-5.62334,28.0,Bury,United Kingdom,0,0,0,0,0,18.0,37.0,,
-5.63264,44.0,Belmopan,Belize,30,69,35,81,37,46.0,39.0,36.0,58.0
-5.66926,43.0,Liverpool,United Kingdom,67,70,79,96,61,16.0,48.0,46.0,75.0
